FilmID,ReviewID,SentenceID,Sentence,Label
26,2,5,"vlak se zaustavlja na stanici, ulaze pripadnici neimenovane paravojne formacije, počinju legitimirati putnike vlaka i tu počinje kratka priča u kojoj većim dijelom pratimo čovjeka čije ime doznajemo tek kasnije i, kada ne bismo znali o kome je riječ, pomislili bismo da je upravo on ""čovjek koji nije mogao šutjeti"".",1
11,1,39,izazov gledanja filma koji je već sada osigurao mjesto među najboljim naslovima 2024. godine.,0
6,2,45,"izuzevši njih dvojicu, svi ostali likovi su koliko toliko dovoljno razrađeni do te mjere da nas je briga za njih.",0
25,1,31,"riječ je o vrlo emotivnom i osjećajnom filmu ezra (2023.), koji unatoč svojoj ozbiljnoj životnoj temi, pruža mnoštvo duhovitih trenutaka.",0
33,1,52,"emocije se čuvaju za bolja vremena, a nekad trebaju desetljeća da bi se izborili za bolji (lagodniji) život.",1
16,2,12,uključenje glumca kao što je jason momoa je trebalo da podigne malo nivo ovom serijalu što se tiče zlikovaca i iskreno sam mislio da će to i učiniti.,1
6,2,54,ali kaskader ima ono nešto što bi nas moglo vraćati nazad da ga pogledamo iznova i iznova.,0
4,1,31,"o tome više jednom drugom prilikom, vratimo se sad ovom izvanrednom filmu koji se već sad može pohvaliti time da je jedan od najbolje napravljenih u 2024. godini i zasigurno će dati vjetar u leđa glumcima u usponu koji su dali svoj obol u ovom filmu na isti način kao što su to učinili oni koji su stvarali snl.",0
12,1,82,ta bitka zapravo je bila dio njegove osobne drame.,1
8,2,51,"činjenica da je snimljen po istinitom događaju, po jednoj nevjerojatnoj priči, daje mu još jednu stavku privlačnosti.",0
8,1,7,cjevovod se nalazi na velikoj dubini i posao ronioca je iznimno zahtjevan i opasan.,1
23,2,3,"no, da hugh grant ima i drugu, mračniju stranu, mogli smo se uvjeriti prošle godine u televizijskom prijenosu uoči dodjele oscara, kad je tijekom uobičajenog kratkog intervjua na crvenom tepihu toliko iritantno nezainteresirano, šturo i bezvezno odgovarao na pitanja modela ashley graham u ulozi novinarke da je to graničilo sa zlobnim ponižavanjem.",2
38,2,24,stoga više podliježe tome da ju partner zadovoljava dok je ona okrenuta leđima ili ako je u pitanju cowgirl poza onda da njezina glava nije usmjerena prema partneru.,1
6,4,6,mi toliko volimo ove likove pa smo htjeli znati što se događa s coltom i jody nakon što film završi.,0
12,2,15,"u jednom trenutku čujemo napoleona kako govori: „ja sam prvi koji će priznati grešku. ali, ja greške nikada ne činim.“ također je dojmljiv i citat na plakatu filma, a koji opisuje napoleona kao osobu koji je iz ničega osvojio sve.",1
5,1,6,"kada i gdje je točno smješten the wild robot namjerno je ostavljeno nejasno, ipak se događa u prirodi.",1
7,2,18,jer sebastian stan i jeremy strong sjajno su utjelovili trumpa i cohna.,0
15,1,17,"scenaristi se žale da su potplaćeni no trojac koji je napisao “meg 2” je, bez obzira koliko je njihov honorar iznosio, previše plaćen.",2
38,1,22,romy gubi kontrolu i tijekom intenzivnog i snažnog odnosa sa samuelom postaje suprotno od onog što je u svakodnevnom životu.,1
10,5,17,"da bi to ostvarili, potrebna im je andyjeva pomoć jer, kao android iz weyland-yutanija, posjeduje sve kodove za pristup brodu.",1
35,1,14,daryl odnosno wahlberg se nakon iritantnog uvoda pretvara u još iritantnijeg i teško gledljivog negativca.,2
12,7,7,"ima toga još ali dobro hajdemo ne pretjerivati, s obzirom da je ovaj film ipak prije svega zabavnog karaktera.",1
12,7,6,"napoleon nakon bitke kod waterlooa nikad nije bio prevezen u englesku (ergo niti je osobno upoznao lorda wellingtona), nego je s bojišta direktno transportiran na sv.helenu.",1
20,3,29,"završetak filma i scena usred odjavne špice nude tračak nade, nagovještavajući buduće mogućnosti koje bi sony mogao istražiti, potencijalno utirući put za spider-mana 4.",2
33,1,89,"vjerojatno životni partneri, tj. redatelj corbet i njegova supruga scenaristica (koja je norvežanka…doseljenica…) ovdje namjerno emitiraju današnju kritiku i poruku prema americi.",1
26,3,9,"naime, na željezničkoj stanici u štrpcima, u veljači 1993., ubijeno je dvadeset osoba, ne-srpske nacionalnosti.",1
14,2,1,"početkom milenija, pojavom filmova “memories of murder” i “oldboy” počela je uzlazna putanja južnokorejskog filma.",1
2,3,10,godine 2004. uslijedio je i i nastavak koji je također bio vrlo uspješan – budžet od oko 40 milijuna dolara donio je zaradu od preko 265 milijuna.,0
28,3,11,harker se počinje baviti slučajem i stvari se napokon pomaknu s mjesta.,1
38,1,1,seksualna poigravanja i nadmudrivanja te seksualne fantazije te (pre)ispitivanje seksualnosti nisu neviđena pojava kada je riječ o filmografiji nicole kidman.,1
2,1,10,"u ovom nastavku je bridget samohrana majka dvoje školaraca billya i mabel (vrlo zabavnih i pomalo ekscentričnih, na majku), koja još pokušava pohvatati konce života četiri godine nakon što je izgubila supruga marka darcyja koji je ubijen tijekom humanitarne misije u sudanu.",1
34,1,10,wilson (uz pomoćnika torresa koji je programiran za novog falcona) je pod direktnim zapovjedništvom predsjednika – nakon izvršene misije wilson i torres te isiah bradley (tko je isiah i zašto je pozvan bolje je otkriti tijekom gledanja filma nego u ovom tekstu) pozvani su u bijelu kuću na predsjednikovu prezentaciju korištenja nove sirovine koja bi mogla promijeniti svijet.,1
20,3,26,"ipak, filmaši su igrali na sigurno, odbijajući preuzeti rizike koji bi mogli uzdići film.",2
17,4,15,"radnja „honor among thieves“, jednostavna je avantura koja ne zahtjeva imerziju u svijet d&d-a.",1
14,1,32,"song ne ide u melodramu - ona želi da vidimo što razdvaja noru i hae sunga, ali i što ih povezuje, vjerojatno zauvijek.",1
26,1,50,"slijepčević je je u nu2 rekao da je želio istaknuti hrabrost individualca, da je ovaj film istovremeno bio i počast tomi buzovu, ali i svakom drugom malom čovjeku – poznatom i nepoznatom – koji je svojim činom hrabrosti umanji tragediju.",1
33,1,64,"ta hladnoća mu pomaže da ostane dovoljno skuliran za susrete i prilike, koje mu se odjednom (po)nude.",1
23,1,6,riječ je o kombinaciji psihološkog trilera uz dodatak horora pod naslovom “heretik”.,1
12,1,5,"iako postoji nekoliko filmova raznih žanrova čija se radnja događa u doba napoleona, svega su tri filma, barem ako mene pitate, vrijedna spomena.",1
35,1,17,što napisati na kraju o novom redateljskom projektu mela gibsona?,1
11,1,24,"tijekom putovanja u washington novinarska se četvorka susreće s različitim likovima – naoružani civili koji čuvaju benzinsku postaju, pripadnici vojske, razni lokalni luđaci i paravojne postrojbe koje nitko ne kontrolira.",1
12,3,13,"“napoleon” je, uz mnoge stvarne detalje i povijesne činjenice, redateljev doživljaj i prikaz glavnog junaka.",1
3,1,42,"sve ima smisla, sve je zaokružena cjelina, ali ništa nema dubine.",2
26,3,57,"konačno, je li njegov čin, tek akt ludila, ili se radi o nečem drugom?",1
11,1,27,garland je novi građanski rat u sad-u prikazao iz kuta novinara odnosno fotografa.,1
39,1,26,"iako je riječ o crtiću, “rat rohirrima” nije namijenjen najmlađoj publici – ciljana publika filma su nešto starija djeca (i oni koji to žele ostati), obožavatelji “gospodara prstenova” i priča iz međuzemlja.",1
20,3,9,"pretvaraju konja i ribu u simbiotsku verziju, bizarnu, ali uvjerljivu, i kreću na putovanje s neobičnom porodicom fasciniranom vanzemaljcima, idući u mitsko područje 51.",1
34,1,3,više je razloga za slobodan pad “marvel” filmova – ponuda koja je narasla do (pre)velikog broja filmova na godišnjoj razini dodane su i serije na “disney plus” streaming servisu.,2
17,1,6,"bajkoviti svijet dnd-a ispunjen je zmajevima, čarobnjacima, dvorcima, goblinima i drugim fantastičnim motivima preuzetih iz najrazličitijih izvora; od narodnih i antičkih mitologija preko j.r.r. tolkiena pa sve do biblije.",0
32,1,12,"zapravo, parthenope je, kako grčka mitologija kaže, sirena koja je počinila samoubojstvo nakon što nije uspjela začarati odiseja.",1
38,1,10,"on je kazališni redatelj, ona je žena na poziciji moći – izvršna ravnateljica kompanije koja se bavi robotikom.",1
16,4,1,nevjerojatna je činjenica kako je serijal koji je započeo davne 2001. godine preživio do današnjih dana.,1
14,4,21,poseban je tu naglasak na lee koju ćemo nakon ovoga zasigurno gledati u još nekim velikim filmovima.,0
33,1,18,došao je tiho 1947. (nije se predao) i pratimo ga (u epizodama i poglavljima iz 1950-ih) do 1980.,1
7,1,15,"izbor uglednog iranskog sineasta alija abbasija (“border”, “holy spider”) je vrlo intrigantan za nešto toliko tipično američko.",0
22,2,16,tako neki prizori djeluju kao da se dron kreće kućom a drugi pak kao da osoba drži kameru i kreće se po kući.,1
2,3,5,britanska spisateljica helen fielding objavila je 1996. godine roman dnevnik bridget jones (bridget jones’ diary) koji je brzo postao međunarodni bestseler.,1
38,1,24,"duboko nezadovoljstvo seksualnim životom izlazi na površinu i romy gubi kontrolu – susret sa samuelom znači oslobađanje i potpuno seksualno zadovoljstvo, ali bračna nevjera ima i drugu stranu medalje.",1
12,1,88,"pa ipak, moram se osvrnuti i na nekoliko stvari koje su me zasmetale.",2
11,2,8,to je jedno od glavnih pitanja koje se provlači kroz garlandov film u kojemu je u središtu pozornosti skupina novinara na putu prema prijestolnici prema kojoj jurišaju zapadne sile.,1
17,4,20,"i iako nema kockica na ekranu, kompleksnih pravila, beskonačnih debata, i planova dungeon mastera, u nekim scenama gotovo je nemoguće ne vidjeti likove kao igrače, dok pokušavaju istražiti tamnicu, ili nadjačati/izbjeći opasna stvorenja i zamke.",1
39,1,5,nakon ekranizacije “gospodara prstenova” red je i došao na “hobita” – ekranizacija nije bila pretjerano uspješna zbog činjenice kako je jedna knjiga rastegnuta na tri filma (prije svega zbog zarade na kino blagajnama) – dodani su i likovi kojih nema u knjizi.,2
33,1,67,"u zraku se osjeti nelagoda, posebno kada toth objašnjava, američkim snobovima, život u (prije i poslije)ratnoj europi.",1
6,2,48,"svaka komična scena će vas natjerati barem na smiješak, stoga nećete ostati ravnodušni.",0
11,3,25,"subverzivni potencijal fotografije prikazuje se kroz jessie, koja nastoji dokumentirati sve ratne strahote i tako poslati poruku za budućnost.",1
20,1,24,"iako je “posljednji ples” završetak trilogije u kojoj je glavni glumački adut tom hardy, priča o simbiotima vjerojatno nije završena.",1
23,1,23,"kako minute filma odmiču tako se “heretik” sve više postaje horor – dijalozi su i dalje prisutni, ali u manjoj mjeri.",1
10,2,5,"ako je suditi po tek objavljenom traileru, čini se kako je alvarez želio zadržati ton, stil i atmosferu koju su u svojim filmovima imali cameron i scott.",1
26,3,51,upravo stoga što jedino uz samu „stvar mišljenja“ možemo doprijeti do poante čovjeka koji nije mogao šutjeti.,1
10,1,6,nakon “ne diši” uslijedio je spomenuti “što nas ne ubije” te devet epizoda serije “calls”.,1
32,1,44,"u svojim sociološkim eksperimentima, prije i tijekom karijere, tražila je odgovore.",1
13,4,5,"sam naslov može se shvatiti dvojako: s jedne se strane tijekom istrage kirurški precizno analizira fizički pad samuela s prozora, a s druge strane to vuče za sobom i seciranje propadanja braka samuela i sandre, koja postaje glavna osumnjičena.",1
6,1,23,"no, ako ću biti dosljedan svemu onome što sam prethodno napisao, onda treba reći kako je glavna zvijezda „the fall guya“ zapravo logan holladay, jedan od petorice goslingovih kaskadera, a kojeg sam izdvojio jer je upravo on napravio pothvat za pamćenje, i to u trenutku kada je na snimanju filma postigao čak osam i pol okretaja automobila u nezaboravnoj akcijskoj sceni čime je srušio svjetski rekord.",1
5,1,8,"odgovor je zabrinjavajući, roz je u biti radilica, čiji osjećaj sebe proizlazi iz izvršavanja korisnih zadataka.",1
16,4,17,"ne baš – o akcijskim trenucima, histeričnoj destrukciji koja bombardira oči i uši i radnji napisano je u prethodnim rečenicama.",2
34,1,15,radnja se djelomično naslanja na film “nevjerojatni hulk” iz 2008. godine.,1
39,1,2,jedna od najboljih ekranizacija u povijesti dobila je zasluženo finale – na dodjeli “oscara” 2003. godine “povratak kralja” je osvojio čak 11 zlatnih kipića (najviše u povijesti nagrade – isti broj nagrada osvojili su “ben-hur” i “titanik ) – komercijalni rezultati bili su izvrsni i jedna od najboljih trilogija u povijesti filma otišla je u povijest.,0
17,3,9,"udružio se s holgom kilgore, barbarkom koja je uvijek spremna za borbu, a moraju surađivati s nekolicinom drugih kako bi izveli nevjerojatnu pljačku.",1
11,1,26,"vlada nestašica vode, scena na benzinskoj postaji sugerira kako je američki dolar postao gotovo bezvrijedna valuta, ali ono čega ne nedostaje u niti jednom trenutku je oružje svih vrsta i kalibara.",1
18,1,8,"prva polovica filma ne donosi mnoge zamjerke osim nemaštovitosti i klišeja, ali glavni problemi filma stupaju na snagu u dijelu kad amorth u duhu roberta langdona zagrebe u crkvene tajne, a averyjev film se pretvara u poligon za pilatovsko pranje ruku od najvećih grijeha institucije.",2
11,2,19,"ni na ovom polju garland, srećom, ne drži moralne prodike, već prepušta gledateljima da sami donesu svoju ocjenu profesije u ekstremnom dobu.",0
28,3,38,o nicolasu cageu u ulozi dugonogog ne treba puno trošiti riječi.,1
19,2,11,"suočen s poboljšanom verzijom mante, kralj atlantide treba pomoć u obrani kraljevstva i obitelji.",1
4,1,24,"ili tu stvarno postoji ono nešto, nešto zbog čega vrijedi truditi se i dati svijetu taj najbolji lijek, smijeh?",1
20,3,13,"film duboko istražuje njihov odnos, čineći ih apsolutnim središtem priče.",1
38,2,21,"romy se lako uzbudi kada mladi samuel, primjerice, razbije šalicu s kavom pa joj naredi da pokupi razbijene komade što ubrzo prijeđe u grubi seks.",1
13,2,20,"film donosi taj obiteljski odnos, kao i neke druge odnose, ali svi oni ipak služe glavnoj priči.",1
7,2,10,"čineći to, on mu usput daje savjete i svojim primjerom pokazuje kako se treba postaviti u životu i biznisu.",1
11,2,17,"oni neutralno prenose zbivanja na frontu i to ih hrani, napaljuje i daje im osjećaj da su živi.",1
32,2,13,"pratit ćemo je dobar dio njezina života, među mladenačkim ljubavima, životnim planovima, tragedijama (suicid njezinog brata), zabavama i susretima s znatiželjnim likovima… i to sve u napulju za koji ona kao da predstavlja nade i razočarenja, proturječja i ljepotu, ali o kojemu možda, u stvarnosti, ne zna onoliko koliko bi on htio ili kako bi trebao.",1
5,3,11,"nasilje: militantni roboti koji pri kraju filma mahnito pucaju po životinjama, te prirodni sukobi među životinjama.",1
12,1,20,vizualna prepoznatljivost uvijek je bila njegovo najjače oružje.,0
28,3,1,psihološki horor-triler sakupljač duša je film u kojem je gotovo svaki kadar prava noćna mora.,1
13,1,18,"tako se i ovdje čini da je sandra dijelom na optuženičkoj klupi iz istih razloga, a uspijeva se ""anatomy of a fall"" izdići iznad tipične sudske drame, zagrebati duboko u odnose među likovima.",1
18,1,2,"taj jedan ne treba posebno predstavljati, riječ je o pedeset godina starom rodonačelniku podžanra “the exorcist” williama friedkina, filmu koji se nedvojbeno može uvrstiti u sam vrh najboljih ostvarenja u povijesti kinematografije, a kad se nosite s takvom konkurencijom, teško je snimiti išta iole dostojno spominjanja u istoj rečenici s time.",0
8,2,32,naglasak priče je u cijelosti prebačen na što vjerniji (gotovo dokumentaristički) prikazi događaja ispod mora i na površini mora.,1
14,4,3,no njihovo zaigrano djetinjstvo se prekida kada norini roditelji odluče emigrirati u sjedinjene američke države.,1
12,1,25,"srećom, ridley u tom sukobu nije abdicirao, i to je zapravo najbolja moguća preporuka za gledanje ovog filma jer napoleon, složit ćete se, uistinu nije lagan suparnik za nikoga, pa tako ni za starog majstora režije.",0
16,1,7,"akcijske scene postaju sve luđe i luđe, zakoni fizike nemilice su se kršili, a zapleti su postali potraga za macguffinom – predmetom neprocjenjive važnosti koji pogoni radnju, no ustvari i nije toliko važan, već je plot device.",1
16,1,3,"njegov megalomanski plan osvete razorit će domovu obitelj, navesti ih da bježe širom svijeta i da se zapitaju kome mogu vjerovati u ovom epskom poglavlju koje nas uvodi u završnu trilogiju sage brzi i žestoki.",1
8,2,46,"njegov lik je osoba pred mirovinom i to nije pokazao samo riječima, već to odlično pokazuje pogledom i drugim gestama.",0
38,2,18,"svaka njegova gestikulacija, pokret ili bilo koji govor tijela, u njoj izaziva neku posebnu znatiželju.",1
17,4,29,"humor u ovom filmu ključan je element radnje, koji podiže cijelu „igru“ na višu razinu.",0
39,1,20,ako se zagrebe ispod površine (ratni sukob) film se bavi temama od kojih su mnoge spomenute i(ili) obrađene (u većoj ili manjoj mjeri) u trilogiji “gospodar prstenova”.,1
13,5,7,"puno puta citirana, tolstojeva izjava o sretnim i nesretnim obiteljima dobro pristaje anatomiji pada, jer osim potencijalnog ubojstva, do najsitnijih detalja propitkuju se brak jedne osebujne obitelji i žena koja je odlučila živjeti izvan zadanih društvenih okvira.",1
12,1,39,na taj način scott kao da stvara sukob kod gledatelja.,1
9,3,1,"spojite li katastrofične kreativne rezultate nedavnog ‘antmana’ ‘morbiusa’ i recentnijih ‘marvelsa‘, a u namjeri pokušate dozvati ‘deadpoola’ za žensku publiku s potpunim izostankom humora – dobivate najnoviji marvelov podbačaj u potrazi za produkcijom sve više i više eksploatiranih superjunaka iz svog bogatog portfolija.",2
20,1,2,"prema najavi toma hollanda novi će spider-man film obožavateljima donijeti nešto sasvim novo, drugačije od prethodnih filmova spomenutog superjunaka.",1
10,6,50,prometej i covenant su jako napredni u tehnologiji.,1
7,1,4,"i doista, u kampanji se nisu birala sredstva, već se za glas prosječnog johna iz allentowna u pennsylvaniji koristio svaki dostupan predizborni alat.",1
20,2,21,"umjesto da sa venom: the last dance riskiraju i kreiraju upečatljiv završetak trilogije, sony je igrao na sigurno, oslanjajući se na popularnost koju je prvi film izgradio.",2
32,1,58,"poput mitološke sirene po kojoj je dobila ime, melankolična protagonistica očarava, ali je sama rijetko očarana.",1
17,5,36,"odnosi među likovima su prilično hladni, i holga se ponaša kao najodvratniji, najantipatičniji muškarac, a ne kao žena.",2
26,3,39,slijepčević nas navodi pomisliti da će prestrašeni mladić bez dokumenata biti okidačem mogućeg nasilja.,1
33,1,45,"upravo se nekim kritičarima i filmofilima nije posebno svidjela spomenuta (kubrickovska) „hladnoća“, tj. nedostatak emocija u filmu, ali to je možda bilo nužno da bi se bolje (i u prvom planu) prikazao težak život doseljenika te iskonski pursuit of happiness.",1
28,3,27,perkins je inače kao redatelj poznat po vizualno bogatim hororima punim simbolike.,1
26,2,4,"slijepčević je stvorio nešto univerzalno, film čija je radnja mogla biti smještena bilo kada i odnositi se na bilo koji rat, ali je istovremeno priča o vrlo konkretnom vremenu, konkretnom ratu i konkretnom junaku.",1
38,2,53,"ovo je njezin treći dugometražni film, a već je postalo jasno koje teme joj se vrte u glavi, jedna od njih je bila zaljubljenost zatvorske terapeutice u nasilnog serijskog silovatelja (“instinct”, 2019.), a sada imamo uspješnu poslovnu ženu koja uživa u seksualnim igricama.",0
31,1,8,toga ovdje doista nema.,1
13,2,2,radnja počinje sa sandrom (sandra hüller) koja u svom domu razgovara s mladom ženom koja je zainteresirana za njezin rad.,1
6,1,12,"u fokusu svega toga nalaze se kaskaderi, anonimci, većini filmofila nevidljivi junaci bez kojih ne bi ni postojali filmovi.",1
15,4,13,"priča se vrti oko nađenog megalodonovog mladog, ženki haiqi, koju na mani one proučava i trenira jiuming u rezervatu  hainan.",1
8,2,49,"no, ispod te fasade krije se pravi emocionalac.",1
13,3,9,"najveći dio filma odvija se u sudnici gdje se pomalo otkrivaju sve veće nekonzistentnosti u izvornom svjedočenju glavne junakinje, a triet nas povlači za rukav malo u jednom, malo u drugom smjeru.",1
16,1,29,zadržimo se ipak na ovom dijelu koji se čini pomalo nedovršenim i nezadovoljavajućim upravo zbog tog što je puno toga ostalo nerazriješeno.,2
22,1,5,"međutim, mirovina je trajala tek godinu-dvije i soderbergh je nastavio karijeru.",1
26,1,37,"slijepčević je ovime htio pokazati upravo to – heroji nisu gorostasi koji plijene pažnju svojom pojavom, heroji su random likovi koji u trenutku hrabre ludosti ili lude hrabrosti odluče učiniti ono što su svi drugi trebali učiniti.",1
16,1,33,"kao i kod „brzih i žestokih”, i za superherojske filmove vrijedi prigovor da je kvantiteta ustupila mjesto kvaliteti i da se osjeća kreativna stagnacija.",2
26,3,33,jer… ratna su vremena.,1
14,2,8,"također, song detaljno secira razliku koja joj je očigledno vrlo poznata – kontrast između azijskog i američkog mentaliteta, kulture i načina života, nikada nametljivo ili isforsirano već kroz svakodnevne detalje prikazujući sitne ali značajne razlike između ta dva svijeta.",1
6,4,2,"ako i publika pokaže “palac gore”, slijedi nastavak.",1
8,1,22,"baš kao što je u glumačkoj karijeri polako ušao u veteranske dane, woody harrelson je veteran-ronilac na posljednjem zadatku.",1
12,1,86,"scottova umjetnička ruka, što ne čudi jer je i završio umjetničku školu, u ovom je filmu itekako došla do izražaja.",0
26,3,44,kako tumačiti ovu „prazninu“?,1
37,1,25,taj film je doista nešto generalno promijenio od prethodnog stila (iz 80-ih) i može ga se smatrati svojevrsnim međašem filmskih generacija.,1
16,1,32,ima to i svojih drugih loših strana – već duže vrijeme filmskim svijetom vlada fenomen zvan superhero fatigue.,2
3,1,18,"vrlo je važno, za potpuno razumijevanje dramskog sukoba, pratiti odnos koji njih dvojica imaju s tim likovima i vice versa.",1
25,1,12,pri pregledu je ustanovljeno da je svoj prvi lom (rebra) imao već tiekom poroda.osteogenesis imperfecta.,1
25,1,29,"no, koliko je to u duhu dječaka koji ima autizam neka drugi procjenjuju.",1
6,3,34,"da, iako je riječ o žanrovski drugačijim filmovima (zajednička je ljubavna priča) gosling se ponovo izvrsno snašao u ulozi kaskadera nakon 2011. godine i nastupa u izvrsnoj “vožnji” redatelja nicolasa windinga refna.",0
33,1,28,"što je sve toth preživio u buchenwaldu, razdvojen od supruge (a što mi nismo vidjeli) je možda čak i (u nedostatku boljih riječi) nešto manje brutalno od života u slobodi.",1
23,2,20,"heretik funkcionira samo zbog njega, a upravo prepričana filmska ekspozicija svakako spada među ono najbolje što sam ove godine gledao na filmu.",0
17,4,31,"a trebam spomenuti i vizualni humor, poput izvrsne scene sa zmajem debeljkom, ili pokušaja upada u jureću kočiju.",0
13,5,26,"unatoč tome što je film francuske produkcije, u njemu se podjednako izmjenjuju engleski i francuski jezik na način koji je dramaturški opravdan, što ovaj film čini puno privlačnijim internacionalnoj publici.",0
8,2,17,ostaje sam u morskim dubinama.,1
23,2,24,"redateljsko-scenaristički dvojac bryan woods i scott beck više od deset godina je pripremao ovaj film, no dok su istraživali religije, vrijeme su kratili pišući scenarije za mjesto tišine i boogeymana.",1
26,2,2,domaći ratni filmovi inače mi stvaraju alergijsku reakciju pojačanu s ptsp-jem uzrokovanim hrvatskom ratom opterećenom kinematografijom devedesetih.,2
33,1,49,"nema topline, čak i kad je sunčano, a većinom je nekako oblačno.",1
8,2,31,"što se tiče ekipe na brodu, oni su u tom pogledu gotovo u potpunosti zanemareni.",2
6,2,20,"kaskader u određenim scenama također vuče paralele s filmovima poput scotta pilgrima protiv svijeta, deadpoola, taxi drivera i drugih filmova.",1
2,3,18,"još uvijek tuguje zbog marka (colin firth), koji je izgubio život na tragičan način.",1
25,1,19,"film je postavljen na klasičnim temeljima “temeljeno na istinitoj priči”, trudeći se da njegovi ohrabrujuće i pozitivne poruke o životu i (teškim) životnim situacijama nadvladaju prisutne “crne” tonove koje sadrži priča.",1
32,1,11,"njoj se klanjala cijela obitelj, udvarači, obični građani, kler, a svakako i mi – gledatelji.",1
12,6,16,"„oslobođen” tog šireg povijesnog konteksta, film „napoleon“ je zapravo sveden na nakupinu nekonzistentnih klišeja, uglavnom uvrjedljivih, poput njegovih kompleksa, paranoja i manija, sugerirajući primitivno generičko objašnjenje da je on bio i ostao dječarac koji se igrao kako rata, tako i ljubavi, i u tim igrama koristio sva sredstva da nahrani svoj uzdrmani ego.",2
16,4,21,"reyes odnosno momoa u velikoj mjeri kopira jokera, ali negativac nije veći od filma.",2
13,3,13,sve to prati staložena kamera simona beaufilsa i vješta montaža laurenta sénéchala.,0
31,1,18,"međutim, film jasno daje do znanja da se sve te životinje međusobno razumiju i da je čarolija prirode, odnosno toka kako je on prikazan u filmu, upravo u tome.",1
16,3,7,u “fast x” i dalje samo širi krindž dok glumi emocije duboke ljubavi prema svojoj obitelji i radi ozbiljne macho face dok vozi nabrijane aute.,2
16,2,16,"njegova gluma je nevidljiva, nema je.",2
16,1,36,učestalo je i pretjerano korištenje slow-motiona kako bi se prikrila činjenica da se radi o specijalnim efektima.,2
37,1,18,"nakon tog hat trick-a, ubacio je i četvrti vrhunski gol – spomenutu apokalipsu.",0
10,1,17,saznat ćemo uskoro… “romulus” je intenzivniji i zanimljiviji film od “prometeja” i “saveza”.,0
31,1,26,"pa film uopće ne izgleda ni jeftino ni loše, a postići taku razinu kvalitete – stil je nešto drugo, on vam se može svidjeti ili ne, ali sama kvaliteta je neupitna – s ovom tehnologijom doista je pohvalno i dokaz koliko je truda uloženo u produkciju ovoga filma.",0
6,2,16,a to govori puno.,1
17,4,17,"i da, cjelokupno naslijeđe prethodnih filmova s d&d labelom, potpuno je zanemareno u ovoj friškoj adaptaciji.",0
28,2,30,"citat je iz slavne hedonističke pjesme ""get it on"" iz 1971. godine.",1
29,1,11,"uskoro četvorka kreće u osvetnički pohod – reggie se silno želi osvetiti vlasniku koji mu je okrenuo leđa i, uz pomoć novih prijatelja, reggie se vraća kući…",1
33,1,60,"brodyjev toth je enigmatičan, ali i iskren.",1
12,4,14,"u njemu se vidi nezrelost freddieja quella, arthura flecka i beaua wassermanna.",1
21,1,17,"filmu nedostaje suptilnosti, prije svih, u prikazu osvete i nadnaravnog.",2
19,2,4,"dc i warner su ionako najavili resetiranje superjunačke priče, ali takav potop barryja allena malo je tko očekivao.",2
37,1,20,"međutim, svi filmovi u 1980-im, su mu ostali – nezapaženi (naravno, ne i za prave fanove).",1
37,1,4,"ipak, najbolji citat tog filma nisu riječi (humorno – ozbiljnog) pukovnika kilgorea (niti brandovo mrmljanje u tmini), već monolog u uvodu filma (kada satnik willard prihvaća misiju, a general corman mu kaže: …well, you see, willard, in this war, things get confused out there. power, ideals, the old morality, and practical military necessity. but out there with these natives, it must be a temptation to be god. because there’s a conflict in every human heart, between the rational and irrational, between good and evil. and good does not always triumph. sometimes, the dark side overcomes what lincoln called the better angels of our nature… ",1
13,4,51,riječ o vrlo slojevitom filmu koji ruši one stereotipe o europskim filmovima kao pretjerano razvučenim i „umjetničkim“.,0
31,1,9,ali ima nečeg drugog – toka.,1
7,1,10,"smješten u depresivan i nimalo blještavi new york 1970-ih film prati mladog donalda trumpa (sebastian stan), potpredsjednika tvrtke svog oca tiranina freda (martin donovan).",1
11,2,15,"da je ovo još samo jedan film o sukobu “dobrih i zlih”, ovaj efekt ne bi mogao biti postignut.",1
12,7,20,"većini gledatelja vjerojatno nije poznata činjenica kako je u francuskom društvu imati ljubavnicu ili ljubavnika jedna sasvim normalna stvar, a da pri tom sjedite na recimo kraljevskoj (ili danas u predsjedničkoj poziciji) i o tome se neće raspredati u medijima.",1
13,3,2,"priču je lani i hbo adaptirao u igranu seriju s oskarovcem colinom firthom i toni collette u glavnim ulogama, a obje verzije zanimljivim čini ono što ne znamo i ne možemo otkriti – je li michael ubojica ili nije?",1
24,2,29,"ali, fali mu možda još malo tog mračnog šarma.",2
2,1,27,"ima i zgodnih relacija na “ponos i predrasude” jane austin i legendarne scene gdje onaj darcy (također u liku colina firtha) izlazi iz jezera (ili za muške ako hoćete: na legendarne james bond scene ursule andress /halle berry kada izlaze iz mora u bikiniju), u ovom filmu je to mlađahni roxster kako izlazi iz bazena na partyu i kada se svima spusti ladica (čeljust) od slinjenja, a bridget ponosno zagrli najvrućeg dečka večeri.",0
12,1,6,"prvi je svakako „napoleon“, remek djelo nijemog filma iz 1927. godine, abela gancea.",0
34,1,20,"anthony mackie nije chris evans, ali solidan je čuvar štita.",1
12,1,15,kada je stigla vijest kako je ridley zainteresiran za snimanje filma o „napoleonu“ moram priznati kako sam bio oduševljen.,0
21,1,26,ljubavna priča trebala je biti temelj novog filma baš kao što je bila i pokretačka snaga filma iz 1994. godine.,1
